transaction_id,customer_id,product_id,transaction_date,quantity,campaign_id,category,unit_cost,unit_price,discount_pct,discount_amount,revenue,cost,gross_margin,marketing_channel,return_flag
TX000019,CUST01100,PROD049,2024-12-18,2,CAMP010,Office,192.21459343486353,335.32004996003644,0.06,40.238405995204374,630.4016939248685,384.42918686972706,245.97250705514142,PaidSearch,0
TX000020,CUST01075,PROD006,2023-03-25,4,,Home,183.05660186277527,354.69313026604647,0.13,184.44042773834417,1234.3320933258417,732.2264074511011,502.10568587474063,,0
TX000021,CUST00787,PROD028,2024-09-04,2,CAMP012,Sports,155.37025241029488,259.316686527902,0.09,46.677003575022354,471.95636948078163,310.74050482058976,161.21586466019187,Affiliate,0
TX000022,CUST00149,PROD007,2024-10-28,1,CAMP013,Office,189.22892125608846,331.8839630359387,0.11,36.507235933953254,295.3767271019854,189.22892125608846,106.14780584589695,Organic,0
TX000023,CUST01755,PROD038,2023-02-16,3,CAMP021,Office,185.41251192719344,341.4447170578537,0.19,194.62348872297662,829.7106624505846,556.2375357815803,273.4731266690043,Affiliate,0
TX000024,CUST02170,PROD012,2023-08-22,2,,Clothing,124.18186704952447,177.02210063684262,0.16,56.64707220378964,297.3971290698956,248.36373409904894,49.03339497084664,,0
TX000025,CUST01304,PROD041,2025-05-02,3,,Electronics,77.7774021686922,93.12306186709517,0.07,19.555842992089985,259.8133426091955,233.3322065060766,26.4811361031189,,0
TX000026,CUST02586,PROD050,2025-08-19,1,CAMP012,Electronics,126.54635083921251,245.47246747607633,0.12,29.456696097129157,216.01577137894716,126.54635083921251,89.46942053973466,Affiliate,0
TX000027,CUST01180,PROD034,2023-10-26,1,,Office,127.53117832370192,248.01160524130557,0.01,2.480116052413056,245.53148918889252,127.53117832370192,118.0003108651906,,1
TX000028,CUST02424,PROD025,2025-04-27,2,CAMP028,Clothing,115.77475874504223,173.39081997216604,0.09,31.210347594989887,315.5712923493422,231.54951749008447,84.0217748592577,Email,0
TX000029,CUST00082,PROD017,2023-05-27,4,CAMP013,Electronics,79.3590376715943,102.80587893026022,0.12,49.34682188652491,361.876693834516,317.4361506863772,44.44054314813883,Organic,0
TX000030,CUST00492,PROD033,2023-07-15,2,CAMP012,Electronics,134.25890206984718,255.5106599959553,0.14,71.5429847988675,439.4783351930431,268.51780413969436,170.96053105334875,Affiliate,1
TX000031,CUST02404,PROD023,2025-06-24,4,CAMP022,Clothing,119.05528325603096,206.8685585604914,0.18,148.9453621635538,678.5288720784118,476.22113302412384,202.307739054288,Affiliate,0
TX000032,CUST02026,PROD009,2023-01-22,2,CAMP002,Sports,138.64781910889243,153.53935959216145,0.06,18.42472315105937,288.6539960332635,277.29563821778487,11.358357815478655,PaidSearch,0
TX000033,CUST00925,PROD006,2025-08-29,3,CAMP029,Home,183.05660186277527,219.10918430154783,0.18,118.31895952283581,539.0085933818076,549.1698055883257,-10.161212206518144,Email,0
TX000034,CUST01297,PROD002,2023-07-13,4,CAMP013,Clothing,32.75188981510106,65.00856052628738,0.13,33.80445147366944,226.22979063148009,131.00755926040424,95.22223137107585,Organic,0
TX000035,CUST01604,PROD038,2024-01-21,4,,Office,185.41251192719344,210.31626038713733,0.02,16.82530083097099,824.4397407175784,741.6500477087737,82.78969300880465,,0
TX000036,CUST01597,PROD009,2025-09-27,3,CAMP013,Sports,138.64781910889243,187.77067338846774,0.08,45.06496161323226,518.247058552171,415.9434573266773,102.30360122549371,Organic,0
TX000037,CUST00123,PROD003,2023-12-30,2,,Electronics,162.50468638892175,258.97505886156046,0.1,51.795011772312094,466.15510595080883,325.0093727778435,141.14573317296532,,0
TX000038,CUST00708,PROD016,2025-05-15,1,CAMP019,Office,44.75535593279609,56.65670262541594,0.07,3.9659691837791162,52.69073344163682,44.75535593279609,7.93537750884073,Affiliate,0
TX000039,CUST02378,PROD025,2023-10-01,1,CAMP009,Clothing,115.77475874504223,151.53163989757198,0.02,3.03063279795144,148.50100709962055,115.77475874504223,32.72624835457832,Social,0
TX000040,CUST00991,PROD024,2024-01-19,2,,Office,131.10687632962487,185.866382110744,0.11,40.890604064363686,330.84216015712434,262.21375265924974,68.6284074978746,,0
TX000041,CUST02371,PROD047,2023-07-27,3,,Electronics,11.741454534925133,15.764063256005718,0.03,1.4187656930405146,45.87342407497664,35.2243636047754,10.649060470201242,,0
TX000042,CUST02818,PROD029,2023-10-02,1,CAMP027,Clothing,92.2257455245568,168.12943441455906,0.18,30.263298194620628,137.86613621993843,92.2257455245568,45.640390695381626,Email,0
TX000043,CUST02041,PROD044,2024-12-29,3,CAMP002,Office,18.29557645547162,28.36266299002646,0.17,14.464958124913496,70.62303084516589,54.886729366414855,15.736301478751031,PaidSearch,0
TX000044,CUST02481,PROD040,2025-07-14,2,CAMP015,Electronics,34.14949661644067,46.12771028636117,0.1,9.225542057272234,83.02987851545011,68.29899323288134,14.730885282568764,Organic,0
TX000045,CUST00710,PROD026,2024-05-10,3,CAMP019,Home,150.27614699087846,207.6495406865056,0.01,6.2294862205951675,616.7191358389216,450.82844097263535,165.89069486628625,Affiliate,0
TX000046,CUST00794,PROD038,2025-06-20,3,,Office,185.41251192719344,210.60607918549644,0.11,69.50000613121382,562.3182314252755,556.2375357815803,6.080695643695208,,0
TX000047,CUST00712,PROD035,2024-06-22,3,CAMP016,Electronics,68.8709521831232,78.81955878662596,0.12,28.375041163185344,208.0836351966925,206.61285654936958,1.4707786473229305,Organic,0
TX000048,CUST02587,PROD023,2024-06-10,1,CAMP015,Clothing,119.05528325603096,207.88443137968835,0.18,37.4191976483439,170.46523373134445,119.05528325603096,51.409950475313494,Organic,0
TX000049,CUST02649,PROD004,2023-06-08,3,CAMP006,Clothing,56.923428368741874,68.40031595708109,0.01,2.0520094787124328,203.14893839253085,170.77028510622563,32.37865328630522,Affiliate,0
TX000050,CUST01718,PROD042,2025-07-28,4,CAMP014,Electronics,122.57176884130332,187.3162727789934,0.14,104.89711275623633,644.3679783597373,490.2870753652133,154.08090299452402,Affiliate,0
TX000051,CUST00257,PROD014,2024-12-26,3,CAMP027,Electronics,104.53755584385792,194.2442723161303,0.11,64.100609864323,518.6322070840679,313.6126675315737,205.01953955249417,Email,0
TX000052,CUST01213,PROD047,2024-04-04,3,CAMP019,Electronics,11.741454534925133,16.809162065574384,0.03,1.5128245859016944,48.914661610821454,35.2243636047754,13.690298006046056,Affiliate,0
TX000053,CUST00871,PROD039,2024-01-29,2,CAMP004,Clothing,140.96307103290906,198.92384429850696,0.02,7.956953771940278,389.89073482507365,281.9261420658181,107.96459275925554,PaidSearch,0
TX000054,CUST02947,PROD007,2025-07-05,3,CAMP026,Office,189.22892125608846,356.8371984701883,0.14,149.8716233574791,920.6399720530858,567.6867637682653,352.95320828482045,PaidSearch,0
TX000055,CUST01732,PROD008,2025-07-31,3,CAMP009,Electronics,108.8437929295871,204.4484099617532,0.07,42.93416609196818,570.4110637932914,326.5313787887613,243.87968500453013,Social,0
TX000056,CUST00809,PROD042,2024-03-14,1,CAMP015,Electronics,122.57176884130332,231.92087784501624,0.2,46.38417556900325,185.536702276013,122.57176884130332,62.964933434709664,Organic,0
TX000057,CUST02725,PROD019,2024-01-14,4,CAMP004,Clothing,128.40276066111556,207.33483493462123,0.18,149.28108115292727,680.0582585855576,513.6110426444623,166.44721594109535,PaidSearch,0
TX000058,CUST00271,PROD002,2025-05-12,2,CAMP026,Clothing,32.75188981510106,64.09786697128031,0.11,14.101530733681669,114.09420320887895,65.50377963020212,48.590423578676834,PaidSearch,0
TX000059,CUST01544,PROD047,2023-06-13,4,CAMP018,Electronics,11.741454534925133,21.569845151554127,0.13,11.216319478808146,75.06306112740836,46.96581813970053,28.09724298770783,PaidSearch,0
TX000060,CUST00550,PROD001,2024-09-30,3,,Office,103.1853283798305,152.10249856575211,0.03,13.68922487091769,442.61827082633863,309.5559851394915,133.06228568684713,,0
TX000061,CUST01138,PROD042,2023-11-26,1,CAMP029,Electronics,122.57176884130332,204.2780643230891,0.18,36.770051578156036,167.50801274493307,122.57176884130332,44.936243903629745,Email,0
TX000062,CUST00568,PROD038,2024-07-23,4,CAMP024,Office,185.41251192719344,224.27686090348712,0.09,80.73966992525536,816.3677736886931,741.6500477087737,74.71772597991935,Social,0
TX000063,CUST00359,PROD013,2023-05-27,4,CAMP004,Clothing,16.516601247629218,26.36378185569272,0.1,10.54551274227709,94.9096146804938,66.06640499051687,28.84320968997693,PaidSearch,0
TX000064,CUST01674,PROD042,2025-09-09,4,CAMP021,Electronics,122.57176884130332,163.85812950162685,0.17,111.42352806110627,544.0089899454011,490.2870753652133,53.72191458018784,Affiliate,1
TX000065,CUST01638,PROD044,2025-08-17,4,CAMP007,Office,18.29557645547162,24.79402806625689,0.0,0.0,99.17611226502756,73.18230582188647,25.993806443141082,Organic,0
TX000066,CUST01358,PROD024,2025-02-06,4,CAMP023,Office,131.10687632962487,159.05183629776175,0.1,63.6207345191047,572.5866106719423,524.4275053184995,48.15910535344278,Organic,0
TX000067,CUST01713,PROD032,2023-04-20,1,CAMP021,Sports,13.488092959852551,19.185184238978724,0.13,2.494073951067234,16.691110287911492,13.488092959852551,3.203017328058941,Affiliate,0
TX000068,CUST01363,PROD030,2024-01-29,3,CAMP001,Electronics,101.9950546812934,156.3840499051404,0.03,14.074564491462635,455.0775852239585,305.9851640438802,149.0924211800783,Organic,0
TX000069,CUST00798,PROD006,2024-07-14,1,CAMP025,Home,183.05660186277527,300.27122157425606,0.01,3.0027122157425605,297.2685093585135,183.05660186277527,114.21190749573822,PaidSearch,0
TX000070,CUST01285,PROD038,2023-07-01,1,,Office,185.41251192719344,254.82769362245483,0.11,28.03104629847003,226.7966473239848,185.41251192719344,41.38413539679138,,0
TX000071,CUST00887,PROD033,2024-07-26,1,CAMP005,Electronics,134.25890206984718,243.414532571555,0.11,26.775598582871048,216.63893398868393,134.25890206984718,82.38003191883675,PaidSearch,0
TX000072,CUST01759,PROD044,2024-03-18,1,,Office,18.29557645547162,28.703270628003125,0.07,2.009228943960219,26.694041684042904,18.29557645547162,8.398465228571286,,0
TX000073,CUST01223,PROD023,2025-09-13,3,CAMP001,Clothing,119.05528325603096,199.32793868908325,0.18,107.63708689210496,490.34672917514484,357.16584976809287,133.18087940705198,Organic,0
TX000074,CUST02259,PROD010,2025-01-16,3,CAMP030,Sports,157.91801721171606,213.24131743988838,0.06,38.38343713917991,601.3405151804852,473.7540516351482,127.58646354533704,PaidSearch,0
TX000075,CUST00287,PROD046,2025-01-23,1,CAMP018,Sports,179.0523081561222,328.15315643260794,0.1,32.815315643260796,295.3378407893471,179.0523081561222,116.28553263322493,PaidSearch,0
TX000076,CUST01716,PROD015,2023-05-10,4,CAMP008,Clothing,39.42010950784321,65.51019094245963,0.04,10.481630550793541,251.55913321904498,157.68043803137283,93.87869518767215,Affiliate,0
TX000077,CUST01786,PROD023,2025-04-22,3,CAMP026,Clothing,119.05528325603096,223.36126874967218,0.0,0.0,670.0838062490166,357.16584976809287,312.9179564809237,PaidSearch,0
TX000078,CUST00743,PROD036,2025-02-14,3,CAMP015,Home,26.300914130903003,32.7171910124759,0.09,8.833641573368494,89.31793146405921,78.902742392709,10.415189071350213,Organic,0
TX000079,CUST01506,PROD001,2024-02-07,1,CAMP019,Office,103.1853283798305,148.8548389981863,0.11,16.374032289800493,132.4808067083858,103.1853283798305,29.29547832855532,Affiliate,0
TX000080,CUST02041,PROD008,2024-05-19,4,CAMP010,Electronics,108.8437929295871,130.79917134424423,0.15,78.47950280654653,444.7171825704304,435.3751717183484,9.342010852082012,PaidSearch,0
TX000081,CUST01047,PROD003,2024-12-20,4,CAMP024,Electronics,162.50468638892175,210.27693328790326,0.09,75.69969598364517,765.4080371679679,650.018745555687,115.38929161228089,Social,0
TX000082,CUST00296,PROD014,2025-08-21,1,CAMP016,Electronics,104.53755584385792,152.11184003307142,0.06,9.126710401984285,142.98512963108712,104.53755584385792,38.4475737872292,Organic,0
TX000083,CUST02054,PROD017,2024-10-15,1,,Electronics,79.3590376715943,151.188784817994,0.12,18.14265417815928,133.0461306398347,79.3590376715943,53.68709296824041,,0
TX000084,CUST02598,PROD034,2023-01-22,3,CAMP016,Office,127.53117832370192,204.220343766939,0.08,49.01288250406537,563.6481487967517,382.5935349711058,181.0546138256459,Organic,0
TX000085,CUST00681,PROD047,2023-01-17,3,CAMP016,Electronics,11.741454534925133,16.406809922882978,0.05,2.461021488432447,46.75940828021649,35.2243636047754,11.535044675441092,Organic,0
TX000086,CUST01892,PROD006,2025-05-24,2,CAMP028,Home,183.05660186277527,324.4146024708535,0.18,116.78925688950724,532.0399480521997,366.11320372555053,165.9267443266492,Email,0
TX000087,CUST00795,PROD005,2025-04-10,2,CAMP020,Electronics,180.92637298073987,202.22401885677633,0.11,44.48928414849079,359.95875356506184,361.85274596147974,-1.8939923964179002,Organic,0
TX000088,CUST00203,PROD046,2024-09-25,1,,Sports,179.0523081561222,256.596817159977,0.04,10.263872686399079,246.3329444735779,179.0523081561222,67.2806363174557,,0
TX000089,CUST00325,PROD041,2023-10-09,2,CAMP009,Electronics,77.7774021686922,127.6131580370382,0.13,33.17942108962993,222.04689498444648,155.5548043373844,66.49209064706207,Social,0
TX000090,CUST02873,PROD040,2023-08-15,4,CAMP010,Electronics,34.14949661644067,55.489980579426565,0.16,35.513587570833,186.44633474687325,136.5979864657627,49.84834828111056,PaidSearch,0
TX000091,CUST02292,PROD029,2024-02-24,4,CAMP018,Clothing,92.2257455245568,151.87755086883453,0.15,91.12653052130072,516.3836729540374,368.9029820982272,147.48069085581017,PaidSearch,0
TX000092,CUST00327,PROD035,2024-01-08,4,CAMP015,Electronics,68.8709521831232,88.86768055564349,0.12,42.65648666670887,312.8142355558651,275.4838087324928,37.330426823372306,Organic,0
TX000093,CUST00987,PROD018,2023-10-28,3,CAMP030,Home,92.16306167613557,129.3389899341189,0.1,38.801696980235675,349.21527282212105,276.4891850284067,72.72608779371433,PaidSearch,0
TX000094,CUST00761,PROD040,2023-10-13,2,,Electronics,34.14949661644067,66.19568840756806,0.16,21.182620290421777,111.20875652471433,68.29899323288134,42.90976329183299,,0
TX000095,CUST01037,PROD048,2023-04-26,2,CAMP027,Office,48.26582953083861,95.40117574818501,0.14,26.712329209491806,164.09002228687822,96.53165906167722,67.558363225201,Email,0
TX000096,CUST00907,PROD030,2023-05-29,1,CAMP027,Electronics,101.9950546812934,140.83829198550424,0.11,15.492212118405467,125.34607986709878,101.9950546812934,23.351025185805383,Email,0
TX000097,CUST01404,PROD015,2024-02-08,3,CAMP019,Clothing,39.42010950784321,66.22788636855276,0.13,25.82887568373558,172.8547834219227,118.26032852352962,54.59445489839307,Affiliate,0
TX000098,CUST00365,PROD015,2024-11-12,3,CAMP010,Clothing,39.42010950784321,51.92287137034755,0.03,4.6730584233312795,151.0955556877114,118.26032852352962,32.835227164181774,PaidSearch,1
TX000099,CUST01245,PROD016,2023-03-31,3,CAMP006,Office,44.75535593279609,64.07516002173843,0.0,0.0,192.22548006521527,134.2660677983883,57.95941226682697,Affiliate,0
TX000100,CUST02121,PROD033,2023-04-29,4,CAMP024,Electronics,134.25890206984718,243.4249800965528,0.19,185.00298487338011,788.696935512831,537.0356082793887,251.6613272334423,Social,0
TX000101,CUST01649,PROD010,2024-11-26,3,CAMP009,Sports,157.91801721171606,244.94045511305688,0.19,139.61605941444242,595.2053059247282,473.7540516351482,121.45125428958005,Social,0
TX000102,CUST01070,PROD019,2025-06-26,2,CAMP027,Clothing,128.40276066111556,239.42376337348514,0.16,76.61560427951525,402.23192246745504,256.80552132223113,145.4264011452239,Email,0
TX000103,CUST00274,PROD037,2025-02-14,1,CAMP007,Electronics,27.277735483477816,45.44105812983975,0.07,3.180874069088783,42.26018406075097,27.277735483477816,14.982448577273157,Organic,0
TX000104,CUST02256,PROD050,2025-01-08,2,CAMP006,Electronics,126.54635083921251,210.8298987742798,0.03,12.649793926456788,409.01000362210283,253.09270167842502,155.9173019436778,Affiliate,0
TX000105,CUST01953,PROD003,2023-04-03,3,,Electronics,162.50468638892175,183.71025204192307,0.07,38.57915292880385,512.5516031969654,487.51405916676526,25.037544030200138,,0
TX000106,CUST01885,PROD036,2024-09-20,1,CAMP021,Home,26.300914130903003,46.676319714407505,0.15,7.001447957161125,39.67487175724638,26.300914130903003,13.373957626343376,Affiliate,0
TX000107,CUST00124,PROD004,2025-09-28,4,CAMP017,Clothing,56.923428368741874,112.71293493779847,0.07,31.559621782583573,419.2921179686103,227.6937134749675,191.5984044936428,Email,0
TX000108,CUST01353,PROD011,2024-03-22,1,,Office,34.892777543588466,53.23680759016407,0.16,8.517889214426251,44.718918375737815,34.892777543588466,9.826140832149349,,0
TX000109,CUST02591,PROD041,2023-11-08,3,CAMP011,Electronics,77.7774021686922,96.65568982501851,0.13,37.69571903175722,252.27135044329833,233.3322065060766,18.93914393722173,Social,0
TX000110,CUST01692,PROD033,2025-06-21,3,CAMP028,Electronics,134.25890206984718,265.7359468325083,0.13,103.63701926467826,693.5708212328468,402.77670620954154,290.79411502330527,Email,0
TX000111,CUST02108,PROD028,2023-11-14,1,CAMP005,Sports,155.37025241029488,211.47651501241296,0.19,40.18053785235846,171.2959771600545,155.37025241029488,15.92572474975961,PaidSearch,0
TX000112,CUST02947,PROD032,2023-05-01,3,CAMP012,Sports,13.488092959852551,19.80427231520593,0.18,10.694307050211203,48.71850989540659,40.464278879557654,8.254231015848937,Affiliate,0
TX000113,CUST02934,PROD016,2023-11-13,3,CAMP003,Office,44.75535593279609,52.34719678639803,0.14,21.985822650287176,135.0557677089069,134.2660677983883,0.7896999105186069,Email,0
TX000114,CUST02830,PROD009,2023-05-18,3,CAMP002,Sports,138.64781910889243,166.34316175438883,0.04,19.96117941052666,479.06830585263987,415.9434573266773,63.12484852596259,PaidSearch,0
TX000115,CUST00442,PROD011,2025-01-12,3,CAMP026,Office,34.892777543588466,45.18297528771401,0.19,25.754295913996984,109.79462994914503,104.6783326307654,5.116297318379637,PaidSearch,0
TX000116,CUST01241,PROD006,2025-03-28,1,CAMP002,Home,183.05660186277527,291.7225627502667,0.05,14.586128137513336,277.13643461275336,183.05660186277527,94.0798327499781,PaidSearch,0
TX000117,CUST00911,PROD049,2024-10-21,1,CAMP012,Office,192.21459343486353,307.9297549712017,0.07,21.55508284798412,286.3746721232176,192.21459343486353,94.16007868835405,Affiliate,0
TX000118,CUST01026,PROD027,2023-10-11,2,CAMP002,Clothing,73.76575640577124,121.39036278884677,0.17,41.272723348207904,201.50800222948564,147.53151281154248,53.97648941794316,PaidSearch,0
TX000119,CUST01560,PROD012,2024-10-15,4,CAMP016,Clothing,124.18186704952447,201.84958551721465,0.04,32.295933682754345,775.1024083861042,496.7274681980979,278.37494018800635,Organic,0
TX000120,CUST01742,PROD022,2025-04-23,4,CAMP030,Sports,44.698774748089214,69.09148994129006,0.13,35.92757476947084,240.43838499568943,178.79509899235686,61.64328600333258,PaidSearch,0
TX000121,CUST02880,PROD040,2024-06-03,2,CAMP004,Electronics,34.14949661644067,62.21658504033244,0.09,11.19898530725984,113.23418477340505,68.29899323288134,44.935191540523704,PaidSearch,0
TX000122,CUST01735,PROD048,2024-05-19,1,CAMP011,Office,48.26582953083861,93.66031171703666,0.12,11.2392374060444,82.42107431099227,48.26582953083861,34.15524478015366,Social,0
TX000123,CUST00626,PROD037,2024-01-26,2,CAMP024,Electronics,27.277735483477816,36.62813949540061,0.19,13.918693008252232,59.33758598254899,54.55547096695563,4.782115015593355,Social,0
TX000124,CUST01691,PROD021,2023-01-05,3,CAMP018,Electronics,105.70143463511448,128.6570711988226,0.16,61.75539417543485,324.21581942103296,317.10430390534344,7.1115155156895185,PaidSearch,0
TX000125,CUST00998,PROD033,2025-02-07,3,CAMP027,Electronics,134.25890206984718,199.04937030412262,0.06,35.82888665474207,561.3192242576258,402.77670620954154,158.54251804808428,Email,0
TX000126,CUST02782,PROD017,2024-01-02,4,CAMP002,Electronics,79.3590376715943,89.18211027316397,0.01,3.567284410926559,353.1611566817293,317.4361506863772,35.72500599535215,PaidSearch,0
TX000127,CUST00091,PROD029,2025-04-20,1,CAMP015,Clothing,92.2257455245568,174.76658757458657,0.19,33.20565163917145,141.5609359354151,92.2257455245568,49.3351904108583,Organic,1
TX000128,CUST02215,PROD040,2024-05-06,4,CAMP011,Electronics,34.14949661644067,44.931709588984084,0.12,21.56722060271236,158.15961775322398,136.5979864657627,21.561631287461296,Social,0
TX000129,CUST00207,PROD010,2025-01-27,2,CAMP027,Sports,157.91801721171606,251.77927010072364,0.03,15.106756206043418,488.45178399540384,315.8360344234321,172.61574957197172,Email,0
TX000130,CUST01089,PROD018,2024-04-10,4,CAMP023,Home,92.16306167613557,110.92612383094792,0.13,57.681584392092915,386.02291093169873,368.6522467045423,17.370664227156453,Organic,0
TX000131,CUST01912,PROD047,2023-08-23,4,,Electronics,11.741454534925133,18.76204129377245,0.01,0.7504816517508981,74.2976835233389,46.96581813970053,27.331865383638373,,0
TX000132,CUST00516,PROD013,2023-12-28,3,CAMP030,Clothing,16.516601247629218,18.747896753955615,0.04,2.249747610474674,53.993942651392175,49.549803742887654,4.44413890850452,PaidSearch,1
TX000133,CUST01181,PROD027,2024-06-05,4,CAMP024,Clothing,73.76575640577124,132.18277873330194,0.13,68.73504494131701,459.99606999189075,295.06302562308497,164.93304436880578,Social,0
TX000134,CUST01793,PROD010,2023-08-30,2,CAMP019,Sports,157.91801721171606,309.5002556169079,0.08,49.52004089870527,569.4804703351106,315.8360344234321,253.64443591167844,Affiliate,0
TX000135,CUST02795,PROD032,2024-03-17,1,CAMP029,Sports,13.488092959852551,18.563371786205863,0.07,1.2994360250344106,17.263935761171453,13.488092959852551,3.775842801318902,Email,1
TX000136,CUST02354,PROD041,2025-04-12,4,CAMP013,Electronics,77.7774021686922,103.63007782838358,0.13,53.887640470759465,360.6326708427748,311.1096086747688,49.52306216800599,Organic,0
TX000137,CUST01902,PROD045,2023-07-07,1,CAMP023,Sports,54.960294979301686,82.6160666861228,0.17,14.044731336640877,68.57133534948193,54.960294979301686,13.611040370180241,Organic,0
TX000138,CUST02006,PROD003,2024-02-08,2,CAMP012,Electronics,162.50468638892175,269.42891773335526,0.14,75.44009696533948,463.41773850137105,325.0093727778435,138.40836572352754,Affiliate,0
TX000139,CUST00395,PROD022,2025-04-05,4,CAMP029,Sports,44.698774748089214,56.77040369487271,0.09,20.437345330154177,206.64426944933666,178.79509899235686,27.849170456979806,Email,0
TX000140,CUST01098,PROD027,2024-03-02,1,CAMP006,Clothing,73.76575640577124,134.4732918867596,0.13,17.48152794527875,116.99176394148085,73.76575640577124,43.22600753570961,Affiliate,0
TX000141,CUST00187,PROD003,2024-02-17,3,CAMP023,Electronics,162.50468638892175,207.79170885052642,0.14,87.2725177172211,536.1026088343581,487.51405916676526,48.588549667592815,Organic,0
TX000142,CUST01598,PROD033,2024-05-28,3,,Electronics,134.25890206984718,148.3462587650632,0.16,71.20620420723033,373.83257208795925,402.77670620954154,-28.944134121582294,,0
TX000143,CUST01592,PROD002,2023-06-03,2,CAMP021,Clothing,32.75188981510106,51.48025641079861,0.06,6.177630769295833,96.78288205230139,65.50377963020212,31.27910242209927,Affiliate,0
TX000144,CUST02671,PROD011,2023-07-22,4,CAMP024,Office,34.892777543588466,41.998159228275874,0.02,3.35985273826207,164.63278417484142,139.57111017435386,25.061674000487557,Social,0
TX000145,CUST00730,PROD046,2023-08-05,2,CAMP008,Sports,179.0523081561222,309.47666885382273,0.14,86.65346727907037,532.2998704285751,358.1046163122444,174.19525411633072,Affiliate,0
TX000146,CUST00240,PROD010,2024-04-26,1,CAMP009,Sports,157.91801721171606,197.51169565389546,0.02,3.950233913077909,193.56146174081755,157.91801721171606,35.64344452910149,Social,0
TX000147,CUST02581,PROD039,2023-11-11,1,CAMP022,Clothing,140.96307103290906,258.7577838153382,0.09,23.288200543380437,235.46958327195776,140.96307103290906,94.5065122390487,Affiliate,0
TX000148,CUST00141,PROD033,2024-09-08,2,CAMP004,Electronics,134.25890206984718,204.52079045654983,0.05,20.452079045654983,388.5895018674447,268.51780413969436,120.07169772775035,PaidSearch,1
TX000149,CUST00139,PROD007,2023-01-01,1,CAMP013,Office,189.22892125608846,304.5923547012896,0.07,21.321464829090274,283.2708898721993,189.22892125608846,94.04196861611084,Organic,0
